TagName,Protocol,IP,DataType,DbNumber,StartAddress,Length,Bit,MesName,MesDataType,LowerLimit,UpperLimit,IsChecked,IsUpload
Tighten the data[47].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1276,2,0,ProgramNo47,NUMBER,0,999,FALSE,FALSE
Tighten the data[47].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1278,4,0,TorqueResult47,NUMBER,0,999,TRUE,TRUE
Tighten the data[47].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1282,4,0,AngleResult47,NUMBER,0,999,TRUE,TRUE
Tighten the data[48].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1286,2,0,ResultOK48,NUMBER,0,999,FALSE,FALSE
Tighten the data[48].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1288,2,0,OrderNo48,NUMBER,0,999,FALSE,FALSE
Tighten the data[48].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1290,2,0,ProgramNo48,NUMBER,0,999,FALSE,FALSE
Tighten the data[48].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1292,4,0,TorqueResult48,NUMBER,0,999,TRUE,TRUE
Tighten the data[48].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1296,4,0,AngleResult48,NUMBER,0,999,TRUE,TRUE
Tighten the data[49].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1300,2,0,ResultOK49,NUMBER,0,999,FALSE,FALSE
Tighten the data[49].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1302,2,0,OrderNo49,NUMBER,0,999,FALSE,FALSE
Tighten the data[49].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1304,2,0,ProgramNo49,NUMBER,0,999,FALSE,FALSE
Tighten the data[49].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1306,4,0,TorqueResult49,NUMBER,0,999,TRUE,TRUE
Tighten the data[49].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1310,4,0,AngleResult49,NUMBER,0,999,TRUE,TRUE
